Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
67.2,2024-04-26,Friday,09:27:00,81.15,10,PE,73900.0,Buy,2024-04-26,Friday,09:51:00,106.15,250.0,30.80714725816389,2024-04-26,,,Target Hit
68,2024-04-30,,09:16:00,74759.52,,,,,2024-04-30,,15:15:00,74478.93,250.0,,,250.0,-0.05,Exit Condition Met For Trade
68.1,2024-04-30,Tuesday,09:51:00,80.25,10,CE,75900.0,Buy,2024-04-30,Tuesday,09:54:00,105.25,250.0,31.152647975077883,2024-05-03,,,Target Hit
69,2024-05-02,,09:16:00,74616.25,,,,,2024-05-02,,15:15:00,74584.29,-200.0,,,61.450000000000045,-200.04999999999995,Exit Condition Met For Trade
69.1,2024-05-02,Thursday,09:47:00,72.7,10,CE,75500.0,Buy,2024-05-02,Thursday,11:07:00,52.7,-200.0,-27.51031636863824,2024-05-03,,,Stop Loss Hit
70,2024-05-03,,09:16:00,75004.53,,,,,2024-05-03,,09:40:00,74963.08,-64.5,,,98.45000000000005,-87.54999999999995,Square Off All Legs due to Stop Loss
70.1,2024-05-03,Friday,09:23:00,82.0,10,CE,75400.0,Buy,2024-05-03,Friday,09:40:00,62.0,-200.0,-24.390243902439025,2024-05-03,,,Stop Loss Hit
70.2,2024-05-03,Friday,09:37:00,71.25,10,PE,74400.0,Buy,2024-05-03,Friday,09:40:00,84.8,135.49999999999997,19.01754385964912,2024-05-03,,,Square Off All Legs due to Stop Loss
71,2024-05-07,,09:16:00,73963.32,,,,,2024-05-07,,15:15:00,73530.94,250.0,,,250.0,-70.04999999999995,Exit Condition Met For Trade
71.2,2024-05-07,Tuesday,10:01:00,76.0,10,PE,72300.0,Buy,2024-05-07,Tuesday,10:39:00,101.0,250.0,32.89473684210526,2024-05-10,,,Target Hit
72,2024-05-08,,09:16:00,73210.93,,,,,2024-05-08,,15:15:00,73480.69,-200.0,,,52.950000000000045,-200.04999999999995,Exit Condition Met For Trade
72.1,2024-05-08,Wednesday,12:20:00,81.6,10,CE,74800.0,Buy,2024-05-08,Wednesday,13:37:00,61.6,-199.99999999999994,-24.509803921568622,2024-05-10,,,Stop Loss Hit
73,2024-05-09,,09:16:00,73402.46,,,,,2024-05-09,,15:15:00,72370.61,250.0,,,250.0,-0.05,Exit Condition Met For Trade
73.2,2024-05-09,Thursday,09:26:00,70.5,10,PE,72500.0,Buy,2024-05-09,Thursday,09:30:00,95.5,250.0,35.46099290780142,2024-05-10,,,Target Hit
74,2024-05-10,,09:16:00,72476.1,,,,,2024-05-10,,15:15:00,72675.08,-200.0,,,103.95000000000005,-200.04999999999995,Exit Condition Met For Trade
74.1,2024-05-10,Friday,09:56:00,68.55,10,CE,73300.0,Buy,2024-05-10,Friday,10:22:00,48.55,-200.0,-29.175784099197667,2024-05-10,,,Stop Loss Hit
75,2024-05-13,,09:16:00,72443.94,,,,,2024-05-13,,15:15:00,72757.25,250.0,,,250.0,-0.049999999999954525,Exit Condition Met For Trade
75.2,2024-05-13,Monday,09:17:00,82.5,10,PE,70800.0,Buy,2024-05-13,Monday,09:24:00,107.5,250.0,30.303030303030305,2024-05-17,,,Target Hit
76,2024-05-15,,09:16:00,73183.7,,,,,2024-05-15,,15:15:00,73002.72,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
76.2,2024-05-15,Wednesday,10:09:00,73.8,10,PE,71600.0,Buy,2024-05-15,Wednesday,10:58:00,53.8,-200.0,-27.100271002710027,2024-05-17,,,Stop Loss Hit
