Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
76.2,2024-04-19,Friday,09:22:00,63.75,10,PE,70900.0,Buy,2024-04-19,Friday,09:35:00,43.75,-200.0,-31.372549019607842,2024-04-19,,,Stop Loss Hit
77,2024-04-22,,09:16:00,73524.31,,,,,2024-04-22,,15:15:00,73677.87,-200.5,,,0,-200.55,Exit Condition Met For Trade
77.1,2024-04-22,Monday,09:17:00,43.75,10,CE,75500.0,Buy,2024-04-22,Monday,13:26:00,23.7,-200.5,-45.82857142857143,2024-04-26,,,Stop Loss Hit
78,2024-04-25,,09:16:00,73663.75,,,,,2024-04-25,,15:15:00,74361.69,750.0,,,750.0,-0.05,Exit Condition Met For Trade
78.1,2024-04-25,Thursday,09:35:00,59.6,10,CE,74400.0,Buy,2024-04-25,Thursday,10:14:00,134.6,750.0,125.83892617449663,2024-04-26,,,Target Hit
79,2024-04-26,,09:16:00,74397.62,,,,,2024-04-26,,09:52:00,74355.19,73.5,,,114.95000000000005,-64.54999999999995,Square Off All Legs due to Stop Loss
79.1,2024-04-26,Friday,09:29:00,57.2,10,CE,74900.0,Buy,2024-04-26,Friday,09:52:00,37.2,-200.0,-34.96503496503497,2024-04-26,,,Stop Loss Hit
79.2,2024-04-26,Friday,09:21:00,67.6,10,PE,73900.0,Buy,2024-04-26,Friday,09:52:00,94.95,273.5000000000001,40.458579881656824,2024-04-26,,,Square Off All Legs due to Stop Loss
80,2024-04-29,,09:16:00,73947.31,,,,,2024-04-29,,09:18:00,73974.77,-361.5,,,0,-361.54999999999995,Square Off All Legs due to Stop Loss
80.1,2024-04-29,Monday,09:17:00,58.6,10,CE,75900.0,Buy,2024-04-29,Monday,09:18:00,44.2,-144.0,-24.57337883959044,2024-05-03,,,Square Off All Legs due to Stop Loss
80.2,2024-04-29,Monday,09:17:00,76.8,10,PE,72500.0,Buy,2024-04-29,Monday,09:18:00,55.05,-217.5,-28.3203125,2024-05-03,,,Stop Loss Hit
81,2024-04-30,,09:16:00,74759.52,,,,,2024-04-30,,15:15:00,74478.93,-200.0,,,441.45000000000005,-200.04999999999995,Exit Condition Met For Trade
81.1,2024-04-30,Tuesday,09:37:00,66.9,10,CE,75900.0,Buy,2024-04-30,Tuesday,15:01:00,46.9,-200.00000000000006,-29.89536621823618,2024-05-03,,,Stop Loss Hit
82,2024-05-02,,09:16:00,74616.25,,,,,2024-05-02,,15:15:00,74584.29,-200.0,,,182.95000000000005,-200.04999999999995,Exit Condition Met For Trade
82.1,2024-05-02,Thursday,09:32:00,60.55,10,CE,75500.0,Buy,2024-05-02,Thursday,11:19:00,40.55,-200.0,-33.03055326176714,2024-05-03,,,Stop Loss Hit
83,2024-05-03,,09:16:00,75004.53,,,,,2024-05-03,,10:06:00,74778.45,762.0,,,762.0,-33.549999999999955,Square Off All Legs due to Stop Loss
83.1,2024-05-03,Friday,09:17:00,68.3,10,CE,75400.0,Buy,2024-05-03,Friday,10:06:00,48.3,-200.0,-29.282576866764277,2024-05-03,,,Stop Loss Hit
83.2,2024-05-03,Friday,09:34:00,59.4,10,PE,74400.0,Buy,2024-05-03,Friday,10:06:00,155.6,961.9999999999999,161.95286195286192,2024-05-03,,,Square Off All Legs due to Stop Loss
84,2024-05-07,,09:16:00,73963.32,,,,,2024-05-07,,15:15:00,73530.94,750.0,,,750.0,-14.049999999999955,Exit Condition Met For Trade
84.2,2024-05-07,Tuesday,09:58:00,63.4,10,PE,72300.0,Buy,2024-05-07,Tuesday,11:38:00,138.4,750.0,118.29652996845427,2024-05-10,,,Target Hit
85,2024-05-08,,09:16:00,73210.93,,,,,2024-05-08,,15:15:00,73480.69,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
